id,location,fx_version,os,version,survey_answers,number_extensions
26020,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
26021,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26022,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26023,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",6
26024,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
26025,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26026,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",7
26027,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
26028,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
26029,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",14
26030,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26031,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26032,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",6
26033,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26034,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",14
26035,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26036,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
26037,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
26038,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26039,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26040,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26041,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",2
26042,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26043,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26044,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
26045,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26046,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
26047,"",4.0b6,"Linux Linux i686",1.0.3,"",1
26048,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26049,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26050,"",4.0b5,"WINNT Windows NT 5.1",1.0.3,"",7
26051,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26052,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26053,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26054,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26055,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26056,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",14
26057,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26058,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26059,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
26060,"",4.0b6,"Darwin Intel Mac OS X 10.5",1.0.3,"",6
26061,"",4.0b6,"WINNT Windows NT 6.1",1.0.1,"",2
26062,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",4
26063,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26064,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26065,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26066,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26067,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26068,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26069,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26070,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26071,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26072,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26073,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",20
26074,"",4.0b7,"Darwin Intel Mac OS X 10.5",1.0.3,"",5
26075,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26076,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26077,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26078,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",14
26079,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",6
26080,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",14
26081,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26082,"",4.0b4,"WINNT Windows NT 6.0; WOW64",1.0.2,"",3
26083,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26084,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26085,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26086,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26087,"",3.6.12,"WINNT Windows NT 5.1",1.0.3,"",5
26088,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",11
26089,"",4.0b2,"WINNT Windows NT 5.1",1.0,"",1
26090,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26091,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
26092,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
26093,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26094,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",10
26095,"",3.6.8,"WINNT Windows NT 6.1",1.0.3,"",3
26096,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26097,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26098,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26099,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
26100,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26101,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26102,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26103,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",21
26104,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26105,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26106,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26107,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",37
26108,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",16
26109,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26110,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26111,"",4.0b6,"WINNT Windows NT 5.2",1.0.3,"",5
26112,"",4.0b2,"WINNT Windows NT 6.1",1.0,"",5
26113,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
26114,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26115,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26116,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26117,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
26118,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26119,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",23
26120,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26121,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
26122,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",5
26123,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
26124,"",4.0b6,"Linux Linux i686",1.0.3,"",6
26125,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26126,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26127,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",23
26128,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26129,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
26130,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26131,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",13
26132,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26133,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26134,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26135,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
26136,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
26137,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26138,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26139,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
26140,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
26141,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26142,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
26143,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26144,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26145,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
26146,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26147,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26148,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
26149,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26150,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",25
26151,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26152,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
26153,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",4
26154,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
26155,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26156,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26157,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26158,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26159,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26160,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26161,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26162,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26163,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26164,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",11
26165,"",4.0b6,"Linux Linux i686",1.0.3,"",4
26166,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26167,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26168,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26169,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26170,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26171,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",16
26172,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",3
26173,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26174,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26175,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",75
26176,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
26177,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26178,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",20
26179,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26180,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
26181,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
26182,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26183,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",19
26184,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26185,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26186,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26187,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26188,"",4.0b5,"WINNT Windows NT 5.1",1.0.3,"",1
26189,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26190,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26191,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26192,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26193,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26194,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26195,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
26196,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26197,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",9
26198,"",4.0b6,"WINNT Windows NT 5.0",1.0.3,"",3
26199,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",4
26200,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
26201,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",13
26202,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26203,"",3.6.12,"WINNT Windows NT 5.1",1.0.3,"",11
26204,"",4.0b7,"WINNT Windows NT 6.1",1.0.3,"",2
26205,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26206,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26207,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26208,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",43
26209,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26210,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
26211,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26212,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26213,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26214,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",2
26215,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
26216,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
26217,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26218,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26219,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26220,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
26221,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26222,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",25
26223,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26224,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26225,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26226,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26227,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26228,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
26229,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26230,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",2
26231,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26232,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
26233,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26234,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26235,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
26236,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26237,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
26238,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
26239,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26240,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",24
26241,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26242,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26243,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26244,"",4.0b6,"WINNT Windows NT 6.1",1.0.1,"",36
26245,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26246,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
26247,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26248,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
26249,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26250,"",4.0b6,"WINNT Windows NT 5.2",1.0.3,"",5
26251,"",4.0b7,"WINNT Windows NT 6.1",1.0.3,"",4
26252,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26253,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26254,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26255,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26256,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
26257,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26258,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26259,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",3
26260,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
26261,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26262,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",23
26263,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26264,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
26265,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26266,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26267,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26268,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
26269,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26270,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26271,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
26272,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26273,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26274,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26275,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",2
26276,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
26277,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",4
26278,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26279,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26280,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26281,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26282,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",2
26283,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26284,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",7
26285,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26286,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26287,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26288,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26289,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26290,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",12
26291,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26292,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26293,"",4.0b2,"WINNT Windows NT 6.1",1.0,"",2
26294,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",31
26295,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26296,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26297,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26298,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26299,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
26300,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
26301,"",3.6.8,"WINNT Windows NT 6.1",1.0.3,"",1
26302,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26303,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",11
26304,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26305,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26306,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26307,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26308,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26309,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26310,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
26311,"",4.0b5,"WINNT Windows NT 5.1",1.0.3,"",5
26312,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
26313,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",3
26314,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26315,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26316,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26317,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26318,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26319,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
26320,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26321,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",11
26322,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
26323,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26324,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",24
26325,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26326,"",3.6.12,"WINNT Windows NT 5.1",1.0.3,"",13
26327,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26328,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
26329,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26330,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26331,"",4.0b2,"WINNT Windows NT 6.1; WOW64",1.0,"",4
26332,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",18
26333,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",5
26334,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
26335,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",25
26336,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
26337,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
26338,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26339,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26340,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",4
26341,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26342,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",25
26343,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",1
26344,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
26345,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26346,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
26347,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26348,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26349,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
26350,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26351,"",4.0b4,"WINNT Windows NT 6.0",1.0.2,"",5
26352,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",15
26353,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26354,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26355,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
26356,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26357,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
26358,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26359,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
26360,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
26361,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
26362,"",4.0b2,"WINNT Windows NT 5.1",1.0,"",2
26363,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26364,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26365,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26366,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26367,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26368,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26369,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",11
26370,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26371,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26372,"",4.0b4,"WINNT Windows NT 6.1; WOW64",1.0.2,"",21
26373,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26374,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26375,"",4.0b2,"WINNT Windows NT 6.1",1.0,"",2
26376,"",4.0b6,"Linux Linux i686",1.0.3,"",3
26377,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26378,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26379,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26380,"",3.6.12,"Darwin Intel Mac OS X 10.6",1.0.1,"",19
26381,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
26382,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
26383,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
26384,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26385,"",4.0b6,"WINNT Windows NT 5.1",1.0.1,"",10
26386,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",141
26387,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26388,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26389,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26390,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26391,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26392,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26393,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26394,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
26395,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
26396,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
